,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
479,"frozenset({'RefBks', 'CookBks', 'GeogBks'})",frozenset({'ChildBks'}),0.089,0.423,0.0785,0.8820224719101124,2.0851595080617313,0.040853,4.890761904761907
480,"frozenset({'ChildBks', 'CookBks'})","frozenset({'RefBks', 'GeogBks'})",0.256,0.1105,0.0785,0.306640625,2.7750282805429864,0.050212,1.2828845070422534
481,"frozenset({'ChildBks', 'RefBks'})","frozenset({'CookBks', 'GeogBks'})",0.1515,0.1925,0.0785,0.5181518151815182,2.691697741202692,0.04933625,1.6758390410958905
482,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'RefBks', 'CookBks'})",0.195,0.1525,0.0785,0.4025641025641026,2.639764606977722,0.0487625,1.4185622317596567
483,"frozenset({'RefBks', 'CookBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1525,0.195,0.0785,0.5147540983606558,2.639764606977722,0.0487625,1.6589527027027027
484,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'RefBks'})",0.1925,0.1515,0.0785,0.40779220779220776,2.6916977412026917,0.04933625,1.4327741228070177
485,"frozenset({'RefBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.1105,0.256,0.0785,0.7104072398190046,2.7750282805429864,0.050212,2.569125
486,frozenset({'ChildBks'}),"frozenset({'RefBks', 'CookBks', 'GeogBks'})",0.423,0.089,0.0785,0.1855791962174941,2.085159508061732,0.040853,1.1185863570391872
487,frozenset({'CookBks'}),"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",0.431,0.094,0.0785,0.18213457076566125,1.9376018166559708,0.037986,1.1077617021276596
488,frozenset({'RefBks'}),"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.2145,0.1495,0.0785,0.36596736596736595,2.447942247273351,0.04643225,1.3414136029411763
489,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'RefBks'})",0.276,0.1225,0.0785,0.28442028985507245,2.3217982845312037,0.04469,1.2262784810126581
490,"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",frozenset({'GeogBks'}),0.1265,0.276,0.0835,0.6600790513833993,2.3915907658818814,0.048586000000000004,2.1299069767441865
491,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1495,0.241,0.0835,0.5585284280936456,2.317545344786911,0.047470500000000006,1.7192500000000004
492,"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.102,0.431,0.0835,0.8186274509803922,1.8993676356853648,0.03953800000000001,3.1371891891891903
493,"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",frozenset({'ChildBks'}),0.1035,0.423,0.0835,0.8067632850241547,1.9072418085677418,0.03971950000000001,2.985975000000002
494,"frozenset({'ChildBks', 'CookBks'})","frozenset({'ArtBks', 'GeogBks'})",0.256,0.1275,0.0835,0.326171875,2.5582107843137254,0.05086,1.294840579710145
495,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'CookBks', 'GeogBks'})",0.1625,0.1925,0.0835,0.5138461538461538,2.669330669330669,0.05221875,1.660996835443038
496,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'ArtBks'})",0.195,0.167,0.0835,0.42820512820512824,2.5641025641025643,0.050935,1.4568161434977578
497,"frozenset({'CookBks', 'ArtBks'})","frozenset({'ChildBks', 'GeogBks'})",0.167,0.195,0.0835,0.5,2.564102564102564,0.050935,1.6099999999999999
498,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1925,0.1625,0.0835,0.4337662337662338,2.6693306693306695,0.05221875,1.4790711009174313
499,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.1275,0.256,0.0835,0.6549019607843137,2.5582107843137254,0.05086,2.1559090909090908
500,frozenset({'ChildBks'}),"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",0.423,0.1035,0.0835,0.19739952718676124,1.9072418085677416,0.03971950000000001,1.1169941089837996
501,frozenset({'CookBks'}),"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",0.431,0.102,0.0835,0.1937354988399072,1.8993676356853648,0.03953800000000001,1.113778417266187
502,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.241,0.1495,0.0835,0.3464730290456432,2.317545344786911,0.047470500000000006,1.3014000000000003
503,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",0.276,0.1265,0.0835,0.302536231884058,2.3915907658818814,0.048586000000000004,1.252394805194805
504,"frozenset({'ChildBks', 'CookBks', 'ItalCook'})",frozenset({'GeogBks'}),0.085,0.276,0.0525,0.6176470588235293,2.2378516624040916,0.029039999999999993,1.893538461538461
505,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",frozenset({'ItalCook'}),0.1495,0.1135,0.0525,0.3511705685618729,3.0940138199283953,0.03553175,1.3663067010309278
506,"frozenset({'ChildBks', 'ItalCook', 'GeogBks'})",frozenset({'CookBks'}),0.0525,0.431,0.0525,1.0,2.320185614849188,0.0298725,inf
507,"frozenset({'CookBks', 'ItalCook', 'GeogBks'})",frozenset({'ChildBks'}),0.064,0.423,0.0525,0.8203125,1.93927304964539,0.025428,3.2111304347826084
508,"frozenset({'ChildBks', 'CookBks'})","frozenset({'ItalCook', 'GeogBks'})",0.256,0.064,0.0525,0.205078125,3.204345703125,0.036115999999999995,1.1774742014742015
509,"frozenset({'ChildBks', 'ItalCook'})","frozenset({'CookBks', 'GeogBks'})",0.085,0.1925,0.0525,0.6176470588235293,3.20855614973262,0.036137499999999996,2.1119230769230763
510,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'ItalCook'})",0.195,0.1135,0.0525,0.2692307692307692,2.3720772619451034,0.030367499999999995,1.2131052631578945
511,"frozenset({'CookBks', 'ItalCook'})","frozenset({'ChildBks', 'GeogBks'})",0.1135,0.195,0.0525,0.46255506607929514,2.3720772619451034,0.030367499999999995,1.497827868852459
512,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'ItalCook'})",0.1925,0.085,0.0525,0.2727272727272727,3.20855614973262,0.036137499999999996,1.258125
513,"frozenset({'ItalCook', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.064,0.256,0.0525,0.8203125,3.204345703125,0.036115999999999995,4.140521739130435
514,frozenset({'ChildBks'}),"frozenset({'CookBks', 'ItalCook', 'GeogBks'})",0.423,0.064,0.0525,0.12411347517730496,1.93927304964539,0.025428,1.0686315789473684
515,frozenset({'CookBks'}),"frozenset({'ChildBks', 'ItalCook', 'GeogBks'})",0.431,0.0525,0.0525,0.12180974477958237,2.320185614849188,0.0298725,1.0789233817701454
516,frozenset({'ItalCook'}),"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.1135,0.1495,0.0525,0.46255506607929514,3.0940138199283957,0.03553175,1.582487704918033
517,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'ItalCook'})",0.276,0.085,0.0525,0.1902173913043478,2.2378516624040916,0.029039999999999993,1.1299328859060402
518,"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",frozenset({'GeogBks'}),0.09,0.276,0.0525,0.5833333333333334,2.1135265700483092,0.027659999999999997,1.7376
519,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",frozenset({'RefBks'}),0.1045,0.2145,0.0525,0.5023923444976076,2.342155452203299,0.03008475,1.5785528846153845
520,"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.094,0.282,0.0525,0.5585106382978723,1.9805341783612493,0.025992,1.6263132530120479
521,"frozenset({'RefBks', 'DoItYBks', 'GeogBks'})",frozenset({'ChildBks'}),0.0585,0.423,0.0525,0.8974358974358974,2.121597866278717,0.027754499999999998,5.625749999999996
522,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'RefBks', 'GeogBks'})",0.184,0.1105,0.0525,0.28532608695652173,2.582136533543183,0.032168,1.2446235741444867
523,"frozenset({'ChildBks', 'RefBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.1515,0.1325,0.0525,0.3465346534653465,2.615355875210162,0.03242625,1.3275378787878787
524,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'RefBks', 'DoItYBks'})",0.195,0.1055,0.0525,0.2692307692307692,2.5519504192489975,0.0319275,1.2240526315789473
525,"frozenset({'RefBks', 'DoItYBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1055,0.195,0.0525,0.4976303317535545,2.551950419248997,0.0319275,1.6024056603773582
526,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'RefBks'})",0.1325,0.1515,0.0525,0.3962264150943396,2.615355875210162,0.03242625,1.4053281249999998
527,"frozenset({'RefBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1105,0.184,0.0525,0.4751131221719457,2.582136533543183,0.032168,1.5546206896551724
528,frozenset({'ChildBks'}),"frozenset({'RefBks', 'DoItYBks', 'GeogBks'})",0.423,0.0585,0.0525,0.12411347517730496,2.121597866278717,0.027754499999999998,1.074910931174089
529,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",0.282,0.094,0.0525,0.18617021276595747,1.9805341783612496,0.025992,1.1132549019607845
530,frozenset({'RefBks'}),"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.2145,0.1045,0.0525,0.24475524475524474,2.3421554522032992,0.03008475,1.1857083333333334
531,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",0.276,0.09,0.0525,0.1902173913043478,2.1135265700483092,0.027659999999999997,1.1237583892617449
532,"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",frozenset({'GeogBks'}),0.095,0.276,0.0595,0.6263157894736842,2.2692601067887104,0.03327999999999999,1.9374647887323941
533,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1045,0.241,0.0595,0.569377990430622,2.3625642756457346,0.0343155,1.7625666666666666
534,"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.102,0.282,0.0595,0.5833333333333334,2.0685579196217496,0.030736000000000003,1.7232
535,"frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})",frozenset({'ChildBks'}),0.073,0.423,0.0595,0.815068493150685,1.9268758703325886,0.028621,3.1200740740740747
536,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'ArtBks', 'GeogBks'})",0.184,0.1275,0.0595,0.3233695652173913,2.5362318840579707,0.036039999999999996,1.2894779116465864
537,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.1625,0.1325,0.0595,0.3661538461538461,2.7634252539912914,0.037968749999999996,1.3686286407766988
538,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.195,0.1235,0.0595,0.3051282051282051,2.4706737257344544,0.0354175,1.2613837638376386
539,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1235,0.195,0.0595,0.4817813765182186,2.4706737257344544,0.0354175,1.5533984374999998
540,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1325,0.1625,0.0595,0.44905660377358486,2.7634252539912914,0.037968749999999996,1.5201198630136985
541,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1275,0.184,0.0595,0.4666666666666666,2.5362318840579707,0.036039999999999996,1.5299999999999998
542,frozenset({'ChildBks'}),"frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})",0.423,0.073,0.0595,0.14066193853427897,1.9268758703325888,0.028621,1.0787372764786796
543,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",0.282,0.102,0.0595,0.21099290780141844,2.0685579196217496,0.030736000000000003,1.1381393258426966
544,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.241,0.1045,0.0595,0.24688796680497924,2.3625642756457346,0.0343155,1.1890661157024793
545,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",0.276,0.095,0.0595,0.21557971014492752,2.269260106788711,0.03327999999999999,1.1537182448036951
546,"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.095,0.241,0.0525,0.5526315789473684,2.293077091067919,0.029605,1.6965882352941175
547,"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.081,0.282,0.0525,0.6481481481481481,2.2983976884686106,0.029658,2.040631578947368
548,"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",frozenset({'YouthBks'}),0.1015,0.2475,0.0525,0.5172413793103448,2.0898641588296756,0.027378749999999997,1.5587499999999996
549,"frozenset({'YouthBks', 'DoItYBks', 'ArtBks'})",frozenset({'CookBks'}),0.06,0.431,0.0525,0.875,2.0301624129930396,0.02664,4.552
550,"frozenset({'CookBks', 'YouthBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.162,0.1235,0.0525,0.32407407407407407,2.6240815714499925,0.032492999999999994,1.2967397260273974
551,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'YouthBks', 'ArtBks'})",0.1875,0.101,0.0525,0.27999999999999997,2.7722772277227716,0.033562499999999995,1.2486111111111111
552,"frozenset({'CookBks', 'ArtBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.167,0.1155,0.0525,0.3143712574850299,2.721829069134458,0.03321149999999999,1.290056768558952
553,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'CookBks', 'ArtBks'})",0.1155,0.167,0.0525,0.45454545454545453,2.721829069134458,0.03321149999999999,1.5271666666666668
554,"frozenset({'YouthBks', 'ArtBks'})","frozenset({'CookBks', 'DoItYBks'})",0.101,0.1875,0.0525,0.5198019801980197,2.7722772277227716,0.033562499999999995,1.6920103092783503
555,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'CookBks', 'YouthBks'})",0.1235,0.162,0.0525,0.4251012145748988,2.6240815714499925,0.032492999999999994,1.4576478873239436
556,frozenset({'CookBks'}),"frozenset({'YouthBks', 'DoItYBks', 'ArtBks'})",0.431,0.06,0.0525,0.12180974477958237,2.0301624129930396,0.02664,1.0703830911492733
557,frozenset({'YouthBks'}),"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",0.2475,0.1015,0.0525,0.21212121212121213,2.089864158829676,0.027378749999999997,1.1404038461538462
558,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",0.282,0.081,0.0525,0.18617021276595747,2.2983976884686106,0.029658,1.1292287581699347
559,frozenset({'ArtBks'}),"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",0.241,0.095,0.0525,0.21784232365145229,2.293077091067919,0.029605,1.157055702917772
560,"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.095,0.276,0.06,0.631578947368421,2.2883295194508007,0.03377999999999999,1.9651428571428569
561,"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.097,0.282,0.06,0.6185567010309277,2.193463478833077,0.032645999999999994,1.8823243243243237
562,"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1085,0.2475,0.06,0.5529953917050691,2.234324814969976,0.03314625,1.6834278350515461
563,"frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})",frozenset({'CookBks'}),0.068,0.431,0.06,0.8823529411764705,2.0472226013375185,0.030691999999999997,4.836499999999994
564,"frozenset({'CookBks', 'YouthBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.162,0.1325,0.06,0.37037037037037035,2.7952480782669458,0.038535,1.3777941176470587
565,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'YouthBks', 'GeogBks'})",0.1875,0.1205,0.06,0.32,2.6556016597510377,0.03740625,1.2933823529411765
566,"frozenset({'CookBks', 'GeogBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.1925,0.1155,0.06,0.3116883116883117,2.6986001011975036,0.03776625,1.2850283018867923
567,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'CookBks', 'GeogBks'})",0.1155,0.1925,0.06,0.5194805194805194,2.6986001011975036,0.03776625,1.6804729729729728
568,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks'})",0.1205,0.1875,0.06,0.4979253112033195,2.6556016597510372,0.03740625,1.6182851239669422
569,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'CookBks', 'YouthBks'})",0.1325,0.162,0.06,0.45283018867924524,2.7952480782669458,0.038535,1.5315172413793101
570,frozenset({'CookBks'}),"frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})",0.431,0.068,0.06,0.13921113689095127,2.0472226013375185,0.030691999999999997,1.0827277628032344
571,frozenset({'YouthBks'}),"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",0.2475,0.1085,0.06,0.24242424242424243,2.2343248149699764,0.03314625,1.17678
572,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",0.282,0.097,0.06,0.2127659574468085,2.1934634788330776,0.032645999999999994,1.1470540540540541
573,frozenset({'GeogBks'}),"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",0.276,0.095,0.06,0.21739130434782605,2.2883295194508007,0.03377999999999999,1.156388888888889
574,"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",frozenset({'GeogBks'}),0.081,0.276,0.056,0.691358024691358,2.504920379316514,0.033644,2.34576
575,"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",frozenset({'ArtBks'}),0.097,0.241,0.056,0.5773195876288659,2.3955169611156264,0.032623,1.795682926829268
576,"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1035,0.2475,0.056,0.5410628019323672,2.1861123310398676,0.03038375,1.6396578947368423
577,"frozenset({'YouthBks', 'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.065,0.431,0.056,0.8615384615384615,1.9989291451008386,0.027985,4.109444444444442
578,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ArtBks', 'GeogBks'})",0.162,0.1275,0.056,0.345679012345679,2.7112079399661098,0.035345,1.3334433962264152
579,"frozenset({'CookBks', 'ArtBks'})","frozenset({'YouthBks', 'GeogBks'})",0.167,0.1205,0.056,0.33532934131736525,2.782816110517554,0.035876500000000006,1.3232117117117117
580,"frozenset({'CookBks', 'GeogBks'})","frozenset({'YouthBks', 'ArtBks'})",0.1925,0.101,0.056,0.2909090909090909,2.88028802880288,0.0365575,1.267820512820513
581,"frozenset({'YouthBks', 'ArtBks'})","frozenset({'CookBks', 'GeogBks'})",0.101,0.1925,0.056,0.5544554455445544,2.88028802880288,0.0365575,1.8123888888888886
582,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'CookBks', 'ArtBks'})",0.1205,0.167,0.056,0.46473029045643155,2.782816110517554,0.035876500000000006,1.5562248062015505
583,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'CookBks', 'YouthBks'})",0.1275,0.162,0.056,0.4392156862745098,2.7112079399661098,0.035345,1.4943356643356642
584,frozenset({'CookBks'}),"frozenset({'YouthBks', 'ArtBks', 'GeogBks'})",0.431,0.065,0.056,0.12993039443155452,1.9989291451008386,0.027985,1.0746266666666666
585,frozenset({'YouthBks'}),"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",0.2475,0.1035,0.056,0.22626262626262628,2.1861123310398676,0.03038375,1.1586618798955612
586,frozenset({'ArtBks'}),"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",0.241,0.097,0.056,0.23236514522821577,2.3955169611156264,0.032623,1.1763405405405407
587,frozenset({'GeogBks'}),"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",0.276,0.081,0.056,0.20289855072463767,2.5049203793165145,0.033644,1.1529272727272728
588,"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",frozenset({'GeogBks'}),0.1015,0.276,0.065,0.6403940886699507,2.3202684372099665,0.036986,2.0133150684931507
589,"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1085,0.241,0.065,0.599078341013825,2.485802244870643,0.038851500000000004,1.8931379310344831
590,"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1035,0.282,0.065,0.6280193236714976,2.2270188782677223,0.03581300000000001,1.9302077922077923
591,"frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.073,0.431,0.065,0.8904109589041097,2.065918698153387,0.033537000000000004,5.192125000000005
592,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ArtBks', 'GeogBks'})",0.1875,0.1275,0.065,0.3466666666666667,2.718954248366013,0.04109375,1.3354591836734695
593,"frozenset({'CookBks', 'ArtBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.167,0.1325,0.065,0.38922155688622756,2.937521184047,0.0428725,1.4203186274509805
594,"frozenset({'CookBks', 'GeogBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.1925,0.1235,0.065,0.33766233766233766,2.734107997265892,0.041226250000000006,1.323343137254902
595,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'CookBks', 'GeogBks'})",0.1235,0.1925,0.065,0.5263157894736842,2.734107997265892,0.041226250000000006,1.704722222222222
596,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'CookBks', 'ArtBks'})",0.1325,0.167,0.065,0.49056603773584906,2.937521184047,0.0428725,1.635148148148148
597,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks'})",0.1275,0.1875,0.065,0.5098039215686274,2.7189542483660127,0.04109375,1.6575
598,frozenset({'CookBks'}),"frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})",0.431,0.073,0.065,0.15081206496519722,2.0659186981533866,0.033537000000000004,1.0916311475409837
599,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'ArtBks', 'GeogBks'})",0.282,0.1035,0.065,0.23049645390070925,2.2270188782677223,0.03581300000000001,1.165036866359447
600,frozenset({'ArtBks'}),"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",0.241,0.1085,0.065,0.26970954356846477,2.485802244870643,0.038851500000000004,1.2207471590909091
601,frozenset({'GeogBks'}),"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",0.276,0.1015,0.065,0.23550724637681159,2.320268437209966,0.036986,1.1752890995260663
602,"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'GeogBks'})",frozenset({'YouthBks'}),0.089,0.2475,0.051,0.5730337078651685,2.315287708546135,0.028972499999999998,1.7624342105263155
603,"frozenset({'ChildBks', 'CookBks', 'YouthBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.082,0.276,0.051,0.621951219512195,2.2534464475079528,0.028367999999999994,1.9150967741935478
604,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks', 'GeogBks'})",frozenset({'CookBks'}),0.0565,0.431,0.051,0.9026548672566371,2.094326838182453,0.026648499999999995,5.845181818181815
605,"frozenset({'ChildBks', 'CookBks', 'YouthBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.083,0.282,0.051,0.6144578313253012,2.1789284798769546,0.027593999999999997,1.8623124999999998
606,"frozenset({'CookBks', 'YouthBks', 'DoItYBks', 'GeogBks'})",frozenset({'ChildBks'}),0.06,0.423,0.051,0.85,2.0094562647754137,0.025619999999999997,3.846666666666666
607,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})","frozenset({'YouthBks', 'GeogBks'})",0.146,0.1205,0.051,0.3493150684931507,2.898880236457682,0.033407,1.3516526315789474
608,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})","frozenset({'CookBks', 'YouthBks'})",0.1045,0.162,0.051,0.4880382775119617,3.012581959950381,0.034071,1.6368411214953271
609,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})","frozenset({'CookBks', 'GeogBks'})",0.095,0.1925,0.051,0.5368421052631579,2.78879015721121,0.03271249999999999,1.743465909090909
610,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.1495,0.1155,0.051,0.3411371237458194,2.953568170959475,0.03373274999999999,1.342464467005076
611,"frozenset({'ChildBks', 'CookBks', 'YouthBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.129,0.1325,0.051,0.3953488372093023,2.98376480912681,0.03390749999999999,1.4347115384615385
612,"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks'})",0.099,0.1875,0.051,0.5151515151515151,2.7474747474747474,0.032437499999999994,1.67578125
613,"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1085,0.165,0.051,0.4700460829493087,2.8487641390867195,0.033097499999999995,1.5756086956521738
614,"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'GeogBks'})",0.095,0.195,0.051,0.5368421052631579,2.7530364372469633,0.032475,1.7380681818181818
615,"frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.068,0.256,0.051,0.7499999999999999,2.9296874999999996,0.033592,2.9759999999999986
616,"frozenset({'CookBks', 'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.097,0.184,0.051,0.5257731958762886,2.8574630210667857,0.033152,1.7206956521739127
617,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'CookBks', 'YouthBks', 'GeogBks'})",0.184,0.097,0.051,0.27717391304347827,2.857463021066786,0.033152,1.2492631578947369
618,"frozenset({'ChildBks', 'CookBks'})","frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})",0.256,0.068,0.051,0.19921874999999997,2.9296874999999996,0.033592,1.1638634146341462
619,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",0.195,0.095,0.051,0.2615384615384615,2.753036437246963,0.032475,1.2255208333333334
620,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",0.165,0.1085,0.051,0.3090909090909091,2.8487641390867195,0.033097499999999995,1.290328947368421
621,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",0.1875,0.099,0.051,0.27199999999999996,2.747474747474747,0.032437499999999994,1.2376373626373627
622,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks', 'YouthBks'})",0.1325,0.129,0.051,0.38490566037735846,2.98376480912681,0.03390749999999999,1.4160429447852758
623,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.1155,0.1495,0.051,0.4415584415584415,2.9535681709594748,0.03373274999999999,1.522988372093023
624,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",0.1925,0.095,0.051,0.2649350649350649,2.7887901572112095,0.03271249999999999,1.2311837455830388
625,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.162,0.1045,0.051,0.31481481481481477,3.012581959950381,0.034071,1.3069459459459458
626,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.1205,0.146,0.051,0.42323651452282157,2.898880236457682,0.033407,1.4806762589928057
